img_path,seq
data\NER_data\twitter2017_images\16_05_11_405.jpg,a crowd of people at a concert with their arms in the air
data\NER_data\twitter2017_images\16_05_11_414.jpg,a narrow alleyway with a sign that says old palace chapel open to the public
data\NER_data\twitter2017_images\16_05_11_416.jpg,a cartoon of a hockey player holding up a bag
data\NER_data\twitter2017_images\16_05_11_436.jpg,a woman wearing a black hat and holding a microphone
data\NER_data\twitter2017_images\16_05_11_44.jpg,a man in a suit and tie standing in a hallway
data\NER_data\twitter2017_images\16_05_11_448.jpg,a woman in a white crop top and skirt
data\NER_data\twitter2017_images\16_05_11_469.jpg,a group of men playing a game of basketball
data\NER_data\twitter2017_images\16_05_11_500.jpg,a group of young women standing next to each other
data\NER_data\twitter2017_images\16_05_11_520.jpg,a group of men standing on top of a baseball field
data\NER_data\twitter2017_images\16_05_11_578.jpg,a woman in a colorful dress is standing on the street
data\NER_data\twitter2017_images\16_05_11_587.jpg,a basketball court with the letter k on it
data\NER_data\twitter2017_images\16_05_11_593.jpg,a crowd of people at a music festival
data\NER_data\twitter2017_images\16_05_11_597.jpg,a collage of a woman talking on a cell phone
data\NER_data\twitter2017_images\16_05_11_605.jpg,a group of baseball players standing next to each other on a field
data\NER_data\twitter2017_images\16_05_11_620.jpg,a poster advertising a paint your world purple event
data\NER_data\twitter2017_images\16_05_11_667.jpg,a couple of texts that are on a cell phone
data\NER_data\twitter2017_images\16_05_11_692.jpg,a couch sitting on the side of a building
data\NER_data\twitter2017_images\16_05_11_701.jpg,a group of people standing in front of a table with a basketball
data\NER_data\twitter2017_images\16_05_11_71.jpg,a baseball player running on a baseball field
data\NER_data\twitter2017_images\16_05_11_760.jpg,a group of baseball players standing on top of a field
data\NER_data\twitter2017_images\16_05_11_769.jpg,a close up of a baseball player throwing a ball
data\NER_data\twitter2017_images\16_05_11_802.jpg,a girl jumping in the air on a beach
data\NER_data\twitter2017_images\16_05_11_824.jpg,a football player throwing a ball during a game
data\NER_data\twitter2017_images\16_05_11_831.jpg,three men standing next to each other on a soccer field
data\NER_data\twitter2017_images\16_05_11_840.jpg,a screen shot of a baseball game on a macbook air
data\NER_data\twitter2017_images\16_05_11_874.jpg,a woman in a black dress and a white hat
data\NER_data\twitter2017_images\16_05_11_876.jpg,a couple of men sitting next to each other
data\NER_data\twitter2017_images\16_05_11_921.jpg,a group of young men sitting on top of a stage
data\NER_data\twitter2017_images\16_05_11_947.jpg,a close up of a football player wearing a helmet
data\NER_data\twitter2017_images\16_05_11_963.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\16_05_11_970.jpg,a man and a woman standing in front of a building
data\NER_data\twitter2017_images\16_05_12_1011.jpg,a crowd of people holding their hands up in the air
data\NER_data\twitter2017_images\16_05_12_1030.jpg,a man holding a basketball in his right hand
data\NER_data\twitter2017_images\16_05_12_1065.jpg,a group of girls soccer players huddle together
data\NER_data\twitter2017_images\16_05_12_1117.jpg,a blue container filled with dirt and small plants
data\NER_data\twitter2017_images\16_05_12_1140.jpg,a woman in a black dress and a white jacket
data\NER_data\twitter2017_images\16_05_12_116.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\16_05_12_1175.jpg,a woman taking a selfie in a mirror
data\NER_data\twitter2017_images\16_05_12_1182.jpg,a man wearing a pair of goggles standing next to a woman
data\NER_data\twitter2017_images\16_05_12_1184.jpg,a close up of a football player throwing a ball
data\NER_data\twitter2017_images\16_05_12_1186.jpg,a group of young men sitting next to each other
data\NER_data\twitter2017_images\16_05_12_1188.jpg,a close up of a football player wearing a uniform
data\NER_data\twitter2017_images\16_05_12_119.jpg,a group of people that are standing on a stage
data\NER_data\twitter2017_images\16_05_12_1199.jpg,a group of men standing on the side of a road
data\NER_data\twitter2017_images\16_05_12_1205.jpg,a man and a woman sitting at a table
data\NER_data\twitter2017_images\16_05_12_1212.jpg,a black and white photo of a football player
data\NER_data\twitter2017_images\16_05_12_1227.jpg,a large group of people on a stage
data\NER_data\twitter2017_images\16_05_12_173.jpg,two women with sunglasses on their faces posing for a picture
data\NER_data\twitter2017_images\16_05_12_187.jpg,a man in a yellow shirt holding a trophy
data\NER_data\twitter2017_images\16_05_12_259.jpg,a couple of people that are sitting in chairs
data\NER_data\twitter2017_images\16_05_12_282.jpg,a bag of footballs and a football on a field
data\NER_data\twitter2017_images\16_05_12_293.jpg,a group of people sitting on top of a basketball court
data\NER_data\twitter2017_images\16_05_12_350.jpg,a woman wearing a minnie mouse ears hat
data\NER_data\twitter2017_images\16_05_12_404.jpg,a girl with a heart cut out of her face
data\NER_data\twitter2017_images\16_05_12_432.jpg,a woman in white shirt standing in front of a crowd of people
data\NER_data\twitter2017_images\16_05_12_517.jpg,a stuffed animal that is on a wooden bench
data\NER_data\twitter2017_images\16_05_12_531.jpg,a large building under construction with cars parked in front of it
data\NER_data\twitter2017_images\16_05_12_55.jpg,a blue circle with the words usa today on it
data\NER_data\twitter2017_images\16_05_12_559.jpg,a man and woman dressed up in costumes
data\NER_data\twitter2017_images\16_05_12_560.jpg,a man with a fake smile on his face
data\NER_data\twitter2017_images\16_05_12_58.jpg,a young boy in a hat and tie playing drums
data\NER_data\twitter2017_images\16_05_12_585.jpg,a group of baseball players posing for a picture
data\NER_data\twitter2017_images\16_05_12_590.jpg,a group of men in wheelchairs playing basketball
data\NER_data\twitter2017_images\16_05_12_591.jpg,a television screen with a picture of a man and two women on it
data\NER_data\twitter2017_images\16_05_12_614.jpg,a man sitting on a chair in a garden
data\NER_data\twitter2017_images\16_05_12_627.jpg,"two tweets on twitter, one of which is being used as a twitter account"
data\NER_data\twitter2017_images\16_05_12_660.jpg,a fence with baseball cards hanging on it
data\NER_data\twitter2017_images\16_05_12_684.jpg,a group of people standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_12_702.jpg,a group of people standing in front of a large screen
data\NER_data\twitter2017_images\16_05_12_704.jpg,a video game cover of a football player
data\NER_data\twitter2017_images\16_05_12_724.jpg,a close up of a baseball card with a picture of a player
data\NER_data\twitter2017_images\16_05_12_725.jpg,a close up of a magazine on a table
data\NER_data\twitter2017_images\16_05_12_804.jpg,a large piece of meat is being prepared on a bbq grill
data\NER_data\twitter2017_images\16_05_12_83.jpg,a group of people sitting on top of a stage
data\NER_data\twitter2017_images\16_05_12_861.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\16_05_12_895.jpg,a soccer player is celebrating a goal in front of a crowd
data\NER_data\twitter2017_images\16_05_12_947.jpg,a black and white photo of a text message
data\NER_data\twitter2017_images\16_05_12_954.jpg,a man wearing a helmet and sunglasses smiles at the camera
data\NER_data\twitter2017_images\16_05_12_956.jpg,a man holding up a shirt with a picture on it
data\NER_data\twitter2017_images\16_05_12_980.jpg,a screen shot of a football game
data\NER_data\twitter2017_images\16_05_12_99.jpg,a young boy is smiling and wearing a band is good t - shirt
data\NER_data\twitter2017_images\16_05_13_1006.jpg,a woman in a short black dress standing in front of a stage
data\NER_data\twitter2017_images\16_05_13_1051.jpg,a poster for the gosf forth park cup night beer festival
data\NER_data\twitter2017_images\16_05_13_1073.jpg,a cell phone sitting on top of a tripod
data\NER_data\twitter2017_images\16_05_13_1091.jpg,a basketball player in an orange jersey
data\NER_data\twitter2017_images\16_05_13_1105.jpg,a group of men standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_13_128.jpg,"[""a man holding a paper bag with the words it's festival season, flick this shit""]"
data\NER_data\twitter2017_images\16_05_13_146.jpg,a man holding up a trophy in front of a crowd
data\NER_data\twitter2017_images\16_05_13_157.jpg,a poster with a bunch of people in it
data\NER_data\twitter2017_images\16_05_13_171.jpg,a group of women standing next to each other holding wine glasses
data\NER_data\twitter2017_images\16_05_13_176.jpg,a woman in a black top is standing in front of trees
data\NER_data\twitter2017_images\16_05_13_177.jpg,a soccer team poses for a team photo
data\NER_data\twitter2017_images\16_05_13_184.jpg,a soccer player in action on the field
data\NER_data\twitter2017_images\16_05_13_187.jpg,political signs on the side of a road
data\NER_data\twitter2017_images\16_05_13_212.jpg,a man in a suit looking at another man in a suit
data\NER_data\twitter2017_images\16_05_13_265.jpg,a facebook page with a bunch of tweets on it
data\NER_data\twitter2017_images\16_05_13_290.jpg,a group of people playing a game of baseball
data\NER_data\twitter2017_images\16_05_13_294.jpg,a group of men sitting next to each other in a stadium
data\NER_data\twitter2017_images\16_05_13_310.jpg,a crowd of people watching a baseball game
data\NER_data\twitter2017_images\16_05_13_321.jpg,a large group of people sitting on top of a field
data\NER_data\twitter2017_images\16_05_13_324.jpg,a large room with columns and statues on the walls
data\NER_data\twitter2017_images\16_05_13_325.jpg,a screenshot of a cell phone showing the time
data\NER_data\twitter2017_images\16_05_13_335.jpg,a man in a storm trooper costume holding a beer
data\NER_data\twitter2017_images\16_05_13_344.jpg,a close up of a person wearing a uniform
data\NER_data\twitter2017_images\16_05_13_371.jpg,a group of young men kicking around a soccer ball
data\NER_data\twitter2017_images\16_05_13_378.jpg,a billboard with a man on it in the middle of a city
data\NER_data\twitter2017_images\16_05_13_413.jpg,a group of people riding on a bus
data\NER_data\twitter2017_images\16_05_13_447.jpg,a bunch of different types of shoes on a white background
data\NER_data\twitter2017_images\16_05_13_565.jpg,a flyer for a concert with a guitar
data\NER_data\twitter2017_images\16_05_13_602.jpg,a group of people on a stage with a projector screen
data\NER_data\twitter2017_images\16_05_13_615.jpg,two young women standing in front of a crowd at a music festival
data\NER_data\twitter2017_images\16_05_13_625.jpg,an empty church with pews and chandeliers
data\NER_data\twitter2017_images\16_05_13_651.jpg,a group of men standing on top of a baseball field
data\NER_data\twitter2017_images\16_05_13_653.jpg,a group of people playing instruments in a gym
data\NER_data\twitter2017_images\16_05_13_727.jpg,a man in a football uniform holding a helmet
data\NER_data\twitter2017_images\16_05_13_747.jpg,a group of people standing around each other in front of a crowd
data\NER_data\twitter2017_images\16_05_13_749.jpg,a man holding a trophy and wearing a crown
data\NER_data\twitter2017_images\16_05_13_757.jpg,a baseball player swinging a bat at a ball
data\NER_data\twitter2017_images\16_05_13_758.jpg,a baseball team is posing for a picture
data\NER_data\twitter2017_images\16_05_13_76.jpg,a girl holding a sign in a mall
data\NER_data\twitter2017_images\16_05_13_770.jpg,a speech bubble with the words connectout student film festival
data\NER_data\twitter2017_images\16_05_13_78.jpg,a man with a guitar wearing a paper hat
data\NER_data\twitter2017_images\16_05_13_830.jpg,a close up of a man with dreads and a blue shirt
data\NER_data\twitter2017_images\16_05_13_834.jpg,a group of people jumping up in the air
data\NER_data\twitter2017_images\16_05_13_852.jpg,a group of people sitting around a table eating food
data\NER_data\twitter2017_images\16_05_13_892.jpg,two women sitting next to each other at a party
data\NER_data\twitter2017_images\16_05_13_91.jpg,a row of colorful boards with cartoon images on them
data\NER_data\twitter2017_images\16_05_13_919.jpg,a man with dreadlocks smoking a cigarette
data\NER_data\twitter2017_images\16_05_13_940.jpg,a man sitting in front of a trophy
data\NER_data\twitter2017_images\16_05_13_952.jpg,a man sitting in front of a laptop computer
data\NER_data\twitter2017_images\16_05_13_96.jpg,a group of men standing next to each other
data\NER_data\twitter2017_images\16_05_14_100.jpg,a pinball machine sitting on top of a table
data\NER_data\twitter2017_images\16_05_14_1006.jpg,a poster with a baseball player holding a bat
data\NER_data\twitter2017_images\16_05_14_1025.jpg,two men shaking hands in front of a television screen
data\NER_data\twitter2017_images\16_05_14_1061.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\16_05_14_1096.jpg,a group of soccer players standing next to each other
data\NER_data\twitter2017_images\16_05_14_1111.jpg,a group of people on a field playing soccer
data\NER_data\twitter2017_images\16_05_14_1125.jpg,a poster with a basketball and a microphone
data\NER_data\twitter2017_images\16_05_14_1160.jpg,a t - shirt that says no to it party on it
data\NER_data\twitter2017_images\16_05_14_1164.jpg,a group of young men standing next to each other on a field
data\NER_data\twitter2017_images\16_05_14_1167.jpg,a bar chart showing the most valuable sports teams
data\NER_data\twitter2017_images\16_05_14_1172.jpg,a male soccer player with a beard and a blue shirt
data\NER_data\twitter2017_images\16_05_14_1173.jpg,a black and white photo with a quote about the new vegan times
data\NER_data\twitter2017_images\16_05_14_126.jpg,a soccer player in action on the field
data\NER_data\twitter2017_images\16_05_14_130.jpg,an aerial view of a tennis court at sunset
data\NER_data\twitter2017_images\16_05_14_139.jpg,a soccer field at night with people on it
data\NER_data\twitter2017_images\16_05_14_153.jpg,a close up of a football player wearing a helmet
data\NER_data\twitter2017_images\16_05_14_156.jpg,a man in a tuxedo standing in front of a poster
data\NER_data\twitter2017_images\16_05_14_163.jpg,a drawing of a man with musical notes in the background
data\NER_data\twitter2017_images\16_05_14_212.jpg,a football player running with a ball in his hand
data\NER_data\twitter2017_images\16_05_14_251.jpg,a group of people walking down a sidewalk with a baby in a stroller
data\NER_data\twitter2017_images\16_05_14_301.jpg,a group of people sitting next to each other
data\NER_data\twitter2017_images\16_05_14_342.jpg,a living room filled with lots of furniture
data\NER_data\twitter2017_images\16_05_14_374.jpg,a man holding a tennis racquet next to another man
data\NER_data\twitter2017_images\16_05_14_396.jpg,two men in suits standing next to each other
data\NER_data\twitter2017_images\16_05_14_41.jpg,a man in a red jacket and black shorts
data\NER_data\twitter2017_images\16_05_14_455.jpg,a couple of young men standing on top of a stage
data\NER_data\twitter2017_images\16_05_14_457.jpg,a man pointing at something while standing on a soccer field
data\NER_data\twitter2017_images\16_05_14_458.jpg,a couple of men standing on top of a basketball court
data\NER_data\twitter2017_images\16_05_14_466.jpg,a couple of glasses that are sitting on a table
data\NER_data\twitter2017_images\16_05_14_482.jpg,a baseball player holding a bat on top of a field
data\NER_data\twitter2017_images\16_05_14_486.jpg,a poster for a beer festival with a red background
data\NER_data\twitter2017_images\16_05_14_509.jpg,the sacramento bee stay connected logo
data\NER_data\twitter2017_images\16_05_14_557.jpg,a couple of men playing a game of soccer
data\NER_data\twitter2017_images\16_05_14_561.jpg,a young boy in a baseball uniform standing in the grass
data\NER_data\twitter2017_images\16_05_14_571.jpg,a hockey player standing next to a goalie
data\NER_data\twitter2017_images\16_05_14_611.jpg,a group of men standing next to each other holding a trophy
data\NER_data\twitter2017_images\16_05_14_640.jpg,a baseball game is being played on a sunny day
data\NER_data\twitter2017_images\16_05_14_669.jpg,a soccer player celebrating a goal in front of a crowd
data\NER_data\twitter2017_images\16_05_14_681.jpg,the emblem of a soccer team on a dark background
data\NER_data\twitter2017_images\16_05_14_689.jpg,a woman standing on a red carpet in front of a crowd
data\NER_data\twitter2017_images\16_05_14_718.jpg,a group of soccer players on a tv screen
data\NER_data\twitter2017_images\16_05_14_729.jpg,a weather board showing the temperature of the day
data\NER_data\twitter2017_images\16_05_14_740.jpg,a black and white photo of the word ipa
data\NER_data\twitter2017_images\16_05_14_776.jpg,a large crowd of people in a stadium
data\NER_data\twitter2017_images\16_05_14_783.jpg,a cemetery with headstones and trees in the background
data\NER_data\twitter2017_images\16_05_14_865.jpg,a man sitting in a chair in a room
data\NER_data\twitter2017_images\16_05_14_877.jpg,a group of young men standing on top of a baseball field
data\NER_data\twitter2017_images\16_05_14_898.jpg,a soccer ball sitting on top of a lush green field
data\NER_data\twitter2017_images\16_05_14_927.jpg,a screen shot of a news article on a cell phone
data\NER_data\twitter2017_images\16_05_14_928.jpg,the logo for the 2012 winter olympics
data\NER_data\twitter2017_images\16_05_15_10.jpg,a man in a blue shirt holding his hand up in the air
data\NER_data\twitter2017_images\16_05_15_1010.jpg,a group of men standing around a podium in front of a crowd
data\NER_data\twitter2017_images\16_05_15_1021.jpg,a group of men standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_15_1039.jpg,a black and white photo of a logo for a comedy festival
data\NER_data\twitter2017_images\16_05_15_1053.jpg,a man with a surprised look on his face
data\NER_data\twitter2017_images\16_05_15_1059.jpg,a woman taking a selfie in a bathroom mirror
data\NER_data\twitter2017_images\16_05_15_1082.jpg,a man with a guitar standing in front of a microphone
data\NER_data\twitter2017_images\16_05_15_11.jpg,a couple of baseball players standing next to each other
data\NER_data\twitter2017_images\16_05_15_1109.jpg,a man playing a guitar in a dark room
data\NER_data\twitter2017_images\16_05_15_181.jpg,a male soccer player in action on the field
data\NER_data\twitter2017_images\16_05_15_188.jpg,a person sitting in a car with a steering wheel
data\NER_data\twitter2017_images\16_05_15_190.jpg,the logo for the nfl network
data\NER_data\twitter2017_images\16_05_15_195.jpg,a man and a woman sitting in a red car
data\NER_data\twitter2017_images\16_05_15_2.jpg,a table topped with pictures and a pen
data\NER_data\twitter2017_images\16_05_15_23.jpg,a woman standing on a stage in front of a crowd
data\NER_data\twitter2017_images\16_05_15_250.jpg,a group of men sitting on top of a baseball field
data\NER_data\twitter2017_images\16_05_15_280.jpg,a child laying in bed next to a red light
data\NER_data\twitter2017_images\16_05_15_297.jpg,a couple of men standing next to a table
data\NER_data\twitter2017_images\16_05_15_314.jpg,a bus driving down a street filled with confetti
data\NER_data\twitter2017_images\16_05_15_323.jpg,a man is performing a trick in front of a crowd
data\NER_data\twitter2017_images\16_05_15_332.jpg,a man in a leather jacket posing for a picture
data\NER_data\twitter2017_images\16_05_15_379.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\16_05_15_397.jpg,"a screenshot of a text message that reads, we are currently running out of funds for brokes"
data\NER_data\twitter2017_images\16_05_15_399.jpg,a man wearing a rain jacket and a hat in front of a soccer field
data\NER_data\twitter2017_images\16_05_15_408.jpg,a girl with blue braids and flowers in her hair
data\NER_data\twitter2017_images\16_05_15_458.jpg,a football player is running with the ball
data\NER_data\twitter2017_images\16_05_15_484.jpg,a large group of people sitting in front of a concert
data\NER_data\twitter2017_images\16_05_15_51.jpg,a group of people standing on top of a lush green field
data\NER_data\twitter2017_images\16_05_15_521.jpg,a woman kneeling down next to a little girl
data\NER_data\twitter2017_images\16_05_15_601.jpg,a group of young men standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_15_605.jpg,a group of men standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_15_611.jpg,a paper cut out of a man in a pirate costume
data\NER_data\twitter2017_images\16_05_15_616.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\16_05_15_63.jpg,two men in suits and ties holding a trophy
data\NER_data\twitter2017_images\16_05_15_652.jpg,a group of baseball players sitting in the dugout
data\NER_data\twitter2017_images\16_05_15_654.jpg,a woman in a pink dress walking down some steps
data\NER_data\twitter2017_images\16_05_15_670.jpg,a crowd of people watching a concert on stage
data\NER_data\twitter2017_images\16_05_15_677.jpg,a group of men sitting around a table
data\NER_data\twitter2017_images\16_05_15_714.jpg,a man holding a trophy in front of a group of people
data\NER_data\twitter2017_images\16_05_15_724.jpg,a facebook post with a message from a friend
data\NER_data\twitter2017_images\16_05_15_746.jpg,a person standing on a stage with their arms in the air
data\NER_data\twitter2017_images\16_05_15_772.jpg,a young man standing in front of a christmas tree
data\NER_data\twitter2017_images\16_05_15_775.jpg,a group of young girls standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_15_779.jpg,a baseball game in progress with the batter up to plate
data\NER_data\twitter2017_images\16_05_15_797.jpg,a shirtless man holding a microphone on stage
data\NER_data\twitter2017_images\16_05_15_905.jpg,a group of people playing a game of ice hockey
data\NER_data\twitter2017_images\16_05_15_949.jpg,a view of a city with lots of trees in the foreground
data\NER_data\twitter2017_images\16_05_15_950.jpg,a building with a lot of barrels in front of it
data\NER_data\twitter2017_images\16_05_15_974.jpg,a man standing on a stage holding a microphone
data\NER_data\twitter2017_images\16_05_15_990.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\16_05_16_1005.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\16_05_16_1007.jpg,a text message with a picture of a person on it
data\NER_data\twitter2017_images\16_05_16_1009.jpg,a collage of photos of a soccer player
data\NER_data\twitter2017_images\16_05_16_1030.jpg,a group of young women standing next to each other
data\NER_data\twitter2017_images\16_05_16_105.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\16_05_16_1059.jpg,a large group of people standing in front of a stage
data\NER_data\twitter2017_images\16_05_16_1065.jpg,a baseball game is being played on a sunny day
data\NER_data\twitter2017_images\16_05_16_1070.jpg,a man singing into a microphone on stage
data\NER_data\twitter2017_images\16_05_16_1071.jpg,a group of baseball players standing next to each other on a field
data\NER_data\twitter2017_images\16_05_16_1074.jpg,a large group of people standing on top of a blue double decker bus
data\NER_data\twitter2017_images\16_05_16_1080.jpg,a drawing of two poles sticking out of the ground
data\NER_data\twitter2017_images\16_05_16_1088.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\16_05_16_13.jpg,a woman standing on a stage in front of a microphone
data\NER_data\twitter2017_images\16_05_16_131.jpg,a large group of people on a stage
data\NER_data\twitter2017_images\16_05_16_165.jpg,a man holding a basketball in his right hand
data\NER_data\twitter2017_images\16_05_16_183.jpg,a man standing on top of a basketball court holding a basketball
data\NER_data\twitter2017_images\16_05_16_192.jpg,a group of people playing a game of soccer
data\NER_data\twitter2017_images\16_05_16_287.jpg,a basketball player with his hand up in the air
data\NER_data\twitter2017_images\16_05_16_293.jpg,a close up of a sheet of paper with numbers on it
data\NER_data\twitter2017_images\16_05_16_296.jpg,a male basketball player in a blue uniform
data\NER_data\twitter2017_images\16_05_16_315.jpg,a woman in a black shirt is covering her eyes
data\NER_data\twitter2017_images\16_05_16_322.jpg,a close up of a football player wearing a helmet
data\NER_data\twitter2017_images\16_05_16_323.jpg,a collage of photos of a woman holding a blue flag
data\NER_data\twitter2017_images\16_05_16_365.jpg,a man sitting in a stadium holding a small dog
data\NER_data\twitter2017_images\16_05_16_370.jpg,a poster of the england squad for the 2010 world cup
data\NER_data\twitter2017_images\16_05_16_380.jpg,a soccer card with a picture of a soccer player
data\NER_data\twitter2017_images\16_05_16_396.jpg,a black and white photo with a poem written in it
data\NER_data\twitter2017_images\16_05_16_449.jpg,a screen shot of the itunes app
data\NER_data\twitter2017_images\16_05_16_470.jpg,a basketball player dribbling the ball during a game
data\NER_data\twitter2017_images\16_05_16_481.jpg,a basketball player with a smile on his face
data\NER_data\twitter2017_images\16_05_16_492.jpg,a group of football players standing on top of a field
data\NER_data\twitter2017_images\16_05_16_515.jpg,a group of people that are on stage
data\NER_data\twitter2017_images\16_05_16_528.jpg,a man in a blue uniform holding his arms up
data\NER_data\twitter2017_images\16_05_16_531.jpg,a picture of a logo for a beer company
data\NER_data\twitter2017_images\16_05_16_559.jpg,a poster for the 6th grade band spring concert
data\NER_data\twitter2017_images\16_05_16_567.jpg,a number of different numbers on a table
data\NER_data\twitter2017_images\16_05_16_568.jpg,three women sitting on a bus with their arms around each other
data\NER_data\twitter2017_images\16_05_16_6.jpg,a man standing next to two beautiful young women
data\NER_data\twitter2017_images\16_05_16_608.jpg,a person jumping up in the air to catch a soccer ball
data\NER_data\twitter2017_images\16_05_16_663.jpg,a man holding two hearts with the words happy birthday to you
data\NER_data\twitter2017_images\16_05_16_732.jpg,a baseball player holding a bat in front of a crowd
data\NER_data\twitter2017_images\16_05_16_790.jpg,a woman in a floral print dress
data\NER_data\twitter2017_images\16_05_16_791.jpg,a man in a football uniform speaking into a microphone
data\NER_data\twitter2017_images\16_05_16_798.jpg,a soccer player in a white shirt is playing soccer
data\NER_data\twitter2017_images\16_05_16_847.jpg,a male soccer player in a white uniform
data\NER_data\twitter2017_images\16_05_16_857.jpg,a woman in a black dress sitting in a chair
data\NER_data\twitter2017_images\16_05_16_893.jpg,a screen shot of a text message on a cell phone
data\NER_data\twitter2017_images\16_05_16_898.jpg,a group of men standing next to each other
data\NER_data\twitter2017_images\16_05_16_945.jpg,a man kicking a soccer ball on top of a field
data\NER_data\twitter2017_images\16_05_16_967.jpg,a chalkboard with the words competition time written on it
data\NER_data\twitter2017_images\16_05_17_1027.jpg,an inflatable crab balloon is being flown in a field
data\NER_data\twitter2017_images\16_05_17_1078.jpg,an old photo of two baseball players shaking hands
data\NER_data\twitter2017_images\16_05_17_1163.jpg,a group of men standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_17_1174.jpg,a woman in a dress posing for a picture
data\NER_data\twitter2017_images\16_05_17_1177.jpg,a woman holding a guitar and posing for a picture
data\NER_data\twitter2017_images\16_05_17_118.jpg,a group of baseball players standing on top of a field
data\NER_data\twitter2017_images\16_05_17_185.jpg,a baseball player is surrounded by his teammates
data\NER_data\twitter2017_images\16_05_17_216.jpg,a group of people on a stage with musical instruments
data\NER_data\twitter2017_images\16_05_17_231.jpg,a group of people sitting at tables in a room
data\NER_data\twitter2017_images\16_05_17_260.jpg,a black and white poster with the words parsons festival
data\NER_data\twitter2017_images\16_05_17_288.jpg,a couple of people sitting in front of microphones
data\NER_data\twitter2017_images\16_05_17_325.jpg,a group of native americans walking down a street
data\NER_data\twitter2017_images\16_05_17_361.jpg,a group of people standing on top of a soccer field
data\NER_data\twitter2017_images\16_05_17_37.jpg,a flyer for a concert with a band
data\NER_data\twitter2017_images\16_05_17_386.jpg,a woman in a black top and blue shorts
data\NER_data\twitter2017_images\16_05_17_387.jpg,a soccer player with his mouth open and a ball in the air
data\NER_data\twitter2017_images\16_05_17_414.jpg,a group of people sitting around each other
data\NER_data\twitter2017_images\16_05_17_436.jpg,a picture of a young boy holding a basketball
data\NER_data\twitter2017_images\16_05_17_450.jpg,a soccer player in a blue uniform on a field
data\NER_data\twitter2017_images\16_05_17_474.jpg,a group of young men standing on top of a lush green field
data\NER_data\twitter2017_images\16_05_17_490.jpg,a man and a woman sitting at a table outside
data\NER_data\twitter2017_images\16_05_17_494.jpg,a screenshot of a tournament bracket
data\NER_data\twitter2017_images\16_05_17_498.jpg,a woman with a hat on her head
data\NER_data\twitter2017_images\16_05_17_50.jpg,a man is laughing while laying on the floor
data\NER_data\twitter2017_images\16_05_17_502.jpg,a group of young men standing on top of a baseball field
data\NER_data\twitter2017_images\16_05_17_507.jpg,a television screen with a man on it
data\NER_data\twitter2017_images\16_05_17_523.jpg,a collage of photos of a man with a microphone
data\NER_data\twitter2017_images\16_05_17_532.jpg,a man in a blue jacket and a red and white hat
data\NER_data\twitter2017_images\16_05_17_569.jpg,a woman with a red scarf around her neck
data\NER_data\twitter2017_images\16_05_17_581.jpg,a man in a suit and tie holding a basketball
data\NER_data\twitter2017_images\16_05_17_613.jpg,a baseball game is being played on a sunny day
data\NER_data\twitter2017_images\16_05_17_616.jpg,a group of basketball players standing next to each other
data\NER_data\twitter2017_images\16_05_17_629.jpg,two women are playing soccer on a field
data\NER_data\twitter2017_images\16_05_17_673.jpg,a person in a costume walking down a street
data\NER_data\twitter2017_images\16_05_17_714.jpg,a man drinking a glass of beer in a bar
data\NER_data\twitter2017_images\16_05_17_723.jpg,a woman holding a baseball in her right hand
data\NER_data\twitter2017_images\16_05_17_724.jpg,a flyer for a high school choir concert
data\NER_data\twitter2017_images\16_05_17_727.jpg,a group of cheerleaders posing for a picture
data\NER_data\twitter2017_images\16_05_17_746.jpg,a silhouette of a man riding a horse
data\NER_data\twitter2017_images\16_05_17_78.jpg,a woman making a peace sign with her fingers
data\NER_data\twitter2017_images\16_05_17_785.jpg,a basketball player with his arms in the air
data\NER_data\twitter2017_images\16_05_17_786.jpg,a group of people posing for a picture with a large check
data\NER_data\twitter2017_images\16_05_17_794.jpg,a group of baseball players are shown in this picture
data\NER_data\twitter2017_images\16_05_17_798.jpg,a group of people standing and sitting around a table
data\NER_data\twitter2017_images\16_05_17_803.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\16_05_17_821.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\16_05_17_852.jpg,a group of men standing next to each other on a soccer field
data\NER_data\twitter2017_images\16_05_17_858.jpg,a soccer player with his mouth wide open
data\NER_data\twitter2017_images\16_05_17_863.jpg,a couple of men standing next to each other
